"No.","Time","Source","Destination","Protocol","Length","Info"
"203","33.711890600","157.240.5.11","10.101.1.28","TCP","60","443  >  50379 [ACK] Seq=26 Ack=6025 Win=5489 Len=0"
"204","33.711890600","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"205","33.722397500","172.64.41.3","10.101.1.28","QUIC","64","Protected Payload (KP0)"
"206","33.722397500","172.64.41.3","10.101.1.28","QUIC","70","Protected Payload (KP0)"
"207","33.722937600","10.101.1.28","172.64.41.3","QUIC","85","Protected Payload (KP0), DCID=0127859955c66c2d0925bd9870c64e5744c60a6a"
"208","33.733643800","157.240.5.35","10.101.1.28","QUIC","1274","Initial, SCID=bc00427d161f6a2a, PKN: 6006198, CRYPTO, ACK, PADDING"
"209","33.733643800","157.240.5.35","10.101.1.28","QUIC","964","Handshake, SCID=bc00427d161f6a2a"
"210","33.733643800","157.240.5.35","10.101.1.28","QUIC","90","Protected Payload (KP0)"
"211","33.733643800","157.240.5.35","10.101.1.28","QUIC","122","Protected Payload (KP0)"
"212","33.734704500","10.101.1.28","157.240.5.35","QUIC","123","Handshake, DCID=bc00427d161f6a2a"
"213","33.735165700","10.101.1.28","157.240.5.35","QUIC","1288","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"214","33.735267000","10.101.1.28","157.240.5.35","QUIC","1292","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"215","33.735296100","10.101.1.28","157.240.5.35","QUIC","1292","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"216","33.735322600","10.101.1.28","157.240.5.35","QUIC","1292","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"217","33.735358100","10.101.1.28","157.240.5.35","QUIC","736","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"218","33.741908600","157.240.5.11","10.101.1.28","TLSv1.2","86","Application Data"
"219","33.741998800","10.101.1.28","157.240.5.11","TCP","54","50379  >  443 [ACK] Seq=6025 Ack=58 Win=255 Len=0"
"220","33.762131100","157.240.5.11","10.101.1.28","TLSv1.2","98","Application Data"
"221","33.763319400","10.101.1.28","157.240.5.11","TLSv1.2","90","Application Data"
"222","33.765060900","10.101.1.28","157.240.5.11","TCP","54","55428  >  443 [ACK] Seq=30 Ack=26 Win=255 Len=0"
"223","33.774366600","157.240.5.35","10.101.1.28","QUIC","81","Handshake, SCID=bc00427d161f6a2a"
"224","33.774366600","157.240.5.35","10.101.1.28","QUIC","154","Protected Payload (KP0)"
"225","33.774366600","157.240.5.35","10.101.1.28","QUIC","314","Protected Payload (KP0)"
"226","33.774366600","157.240.5.35","10.101.1.28","QUIC","90","Protected Payload (KP0)"
"227","33.774366600","157.240.5.35","10.101.1.28","QUIC","90","Protected Payload (KP0)"
"228","33.775196900","10.101.1.28","157.240.5.35","QUIC","77","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"229","33.791861200","157.240.5.35","10.101.1.28","QUIC","90","Protected Payload (KP0)"
"230","33.796405000","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"231","33.811502100","10.101.1.28","157.240.5.35","QUIC","77","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"232","33.811713600","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"233","33.811713600","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"234","33.831602500","157.240.5.12","10.101.1.28","TCP","60","443  >  57616 [ACK] Seq=57 Ack=97 Win=304 Len=0"
"235","33.841399000","157.240.5.11","10.101.1.28","TCP","60","443  >  50379 [ACK] Seq=102 Ack=6061 Win=5489 Len=0"
"236","33.858519100","10.101.1.28","157.240.5.12","TCP","54","51504  >  443 [ACK] Seq=33 Ack=29 Win=252 Len=0"
"237","33.858637900","10.101.1.28","157.240.5.12","TCP","54","49824  >  443 [ACK] Seq=33 Ack=29 Win=255 Len=0"
"238","33.872702700","157.240.5.35","10.101.1.28","QUIC","1274","Protected Payload (KP0)"
"239","33.872702700","157.240.5.35","10.101.1.28","QUIC","1274","Protected Payload (KP0)"
"240","33.872702700","157.240.5.35","10.101.1.28","QUIC","122","Protected Payload (KP0)"
"241","33.872702700","157.240.5.35","10.101.1.28","QUIC","90","Protected Payload (KP0)"
"242","33.873156000","10.101.1.28","157.240.5.35","QUIC","80","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"243","33.873262800","10.101.1.28","157.240.5.35","QUIC","76","Protected Payload (KP0), DCID=bc00427d161f6a2a"
"244","33.922641900","157.240.5.35","10.101.1.28","QUIC","90","Protected Payload (KP0)"
"245","33.953220200","Routerboardc_4c:2c:2b","Intel_4f:62:df","ARP","60","Who has 10.101.1.28? Tell 10.101.0.1"
"246","33.953278900","Intel_4f:62:df","Routerboardc_4c:2c:2b","ARP","42","10.101.1.28 is at 64:49:7d:4f:62:df"
"247","33.972145600","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"248","34.014177500","10.101.1.28","157.240.5.12","TCP","54","57616  >  443 [ACK] Seq=97 Ack=85 Win=251 Len=0"
"249","34.200232300","10.101.1.34","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"250","34.203302200","10.101.1.28","5.78.100.21","TCP","55","49666  >  443 [ACK] Seq=1 Ack=1 Win=32767 Len=1"
"251","34.374199900","10.101.1.28","66.102.1.188","TCP","55","60156  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"252","34.422053900","5.78.100.21","10.101.1.28","TCP","66","443  >  49666 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"253","34.432425700","66.102.1.188","10.101.1.28","TCP","66","5228  >  60156 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"254","34.610126500","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"255","34.723947200","142.250.184.10","10.101.1.28","UDP","200","443  >  56329 Len=158"
"256","34.763535200","10.101.1.28","142.250.184.10","UDP","74","56329  >  443 Len=32"
"257","35.292891500","10.101.1.28","104.16.80.73","TCP","55","57366  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"258","35.332266600","104.16.80.73","10.101.1.28","TCP","66","443  >  57366 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"259","35.418196500","10.101.1.28","104.16.80.73","TCP","55","51366  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"260","35.452166000","104.16.80.73","10.101.1.28","TCP","66","443  >  51366 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2"
"261","35.744451700","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"262","36.011205300","10.101.1.28","35.190.80.1","TCP","55","57650  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"263","36.054368600","35.190.80.1","10.101.1.28","TCP","66","443  >  57650 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"264","36.249693200","10.101.1.40","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"265","36.249693200","10.101.1.40","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question"
"266","36.249693200","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","174","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question"
"267","36.357608800","10.101.1.42","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"268","36.554997100","10.101.1.40","224.0.0.251","MDNS","155","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Pro de Brian._companion-link._tcp.local PTR MacBook Air de Dani._companion-link._tcp.local"
"269","36.554997100","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","175","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Pro de Brian._companion-link._tcp.local PTR MacBook Air de Dani._companion-link._tcp.local"
"270","36.635054500","10.101.1.28","157.240.5.11","TLSv1.2","7625","Application Data"
"271","36.658076100","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"272","36.671857200","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=76 Ack=2872 Win=1572 Len=0"
"273","36.671857200","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=76 Ack=5656 Win=1594 Len=0"
"274","36.671857200","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=76 Ack=7659 Win=1609 Len=0"
"275","36.712075700","157.240.5.11","10.101.1.28","TLSv1.2","86","Application Data"
"276","36.722391600","157.240.5.11","10.101.1.28","TLSv1.2","97","Application Data"
"277","36.722502200","10.101.1.28","157.240.5.11","TCP","54","58626  >  443 [ACK] Seq=7659 Ack=151 Win=255 Len=0"
"278","36.723565400","10.101.1.28","157.240.5.11","TLSv1.2","90","Application Data"
"279","36.801786200","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=151 Ack=7695 Win=1609 Len=0"
"280","37.379568900","10.101.1.40","224.0.0.251","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Pro de Brian._companion-link._tcp.local PTR MacBook Air de Dani._companion-link._tcp.local"
"281","37.379568900","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","216","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Pro de Brian._companion-link._tcp.local PTR MacBook Air de Dani._companion-link._tcp.local"
"282","37.379568900","10.101.1.42","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"283","38.399135100","10.101.1.42","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"284","38.707948600","0.0.0.0","255.255.255.255","DHCP","344","DHCP Request  - Transaction ID 0x61547573"
"285","39.431450800","10.101.1.42","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"286","40.037907900","0.0.0.0","255.255.255.255","DHCP","344","DHCP Request  - Transaction ID 0x61547573"
"287","40.138508600","d2:06:68:27:fd:fd","Broadcast","ARP","42","Who has 10.101.0.1? Tell 10.101.1.25"
"288","40.636073800","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"289","40.655430200","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"290","40.667614000","157.240.5.12","10.101.1.28","TCP","60","443  >  56601 [ACK] Seq=57 Ack=97 Win=294 Len=0"
"291","40.816625600","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"292","40.869801000","10.101.1.28","157.240.5.12","TCP","54","56601  >  443 [ACK] Seq=97 Ack=85 Win=251 Len=0"
"293","41.172173200","10.101.1.25","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"294","41.470295900","10.101.1.40","224.0.0.251","MDNS","154","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question"
"295","41.470295900","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","174","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _hap._tcp.local, ""QU"" question PTR _hap._udp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question"
"296","41.581533100","10.101.1.40","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"297","41.634146000","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"298","41.676793300","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"299","41.676793300","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"300","41.702705700","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"301","41.757754600","10.101.1.28","157.240.5.11","TCP","54","55086  >  443 [ACK] Seq=153 Ack=2256 Win=255 Len=0"
"302","41.880036900","10.101.1.40","224.0.0.251","MDNS","155","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"303","41.880036900","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","175","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"304","42.495795500","10.101.1.40","224.0.0.251","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"305","42.495795500","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","216","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"306","42.700138700","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"307","43.562729200","10.101.1.28","155.133.246.52","TLSv1.2","113","Application Data"
"308","43.592779600","155.133.246.52","10.101.1.28","TCP","60","443  >  62565 [ACK] Seq=1 Ack=119 Win=7010 Len=0"
"309","43.625525900","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"310","43.657135600","157.240.5.12","10.101.1.28","TCP","60","443  >  50378 [ACK] Seq=57 Ack=97 Win=391 Len=0"
"311","43.803895100","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"312","43.858718800","10.101.1.28","157.240.5.12","TCP","54","50378  >  443 [ACK] Seq=97 Ack=85 Win=253 Len=0"
"313","44.133880900","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"314","44.624572800","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"315","44.624946900","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"316","44.656129700","157.240.5.11","10.101.1.28","TCP","60","443  >  50379 [ACK] Seq=102 Ack=6090 Win=5489 Len=0"
"317","44.656129700","157.240.5.11","10.101.1.28","TCP","60","443  >  55428 [ACK] Seq=26 Ack=59 Win=848 Len=0"
"318","44.692058600","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"319","44.698149700","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"320","44.732748700","10.101.1.28","157.240.5.11","TCP","54","50379  >  443 [ACK] Seq=6090 Ack=127 Win=255 Len=0"
"321","44.747763800","10.101.1.28","157.240.5.11","TCP","54","55428  >  443 [ACK] Seq=59 Ack=51 Win=255 Len=0"
"322","44.786718400","142.251.150.119","10.101.1.28","UDP","112","443  >  60502 Len=70"
"323","44.843058400","10.101.1.28","142.251.150.119","UDP","71","64571  >  443 Len=29"
"324","44.874422800","142.251.150.119","10.101.1.28","UDP","67","443  >  64571 Len=25"
"325","45.567357600","10.101.1.40","224.0.0.251","MDNS","196","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"326","45.567357600","fe80::1059:5b37:6502:5fbc","ff02::fb","MDNS","216","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _hap._tcp.local, ""QM"" question PTR _hap._udp.local, ""QM"" question PTR MacBook Air de Dani._companion-link._tcp.local PTR MacBook Pro de Brian._companion-link._tcp.local"
"327","46.694414400","10.101.1.34","224.0.0.251","MDNS","167","Standard query 0x002e PTR _googlecast._tcp.local, ""QM"" question PTR _37F83649._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"328","46.694414400","fe80::412:caff:fe55:72e5","ff02::fb","MDNS","187","Standard query 0x002e PTR _googlecast._tcp.local, ""QM"" question PTR _37F83649._sub._googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"329","46.694414400","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
"330","46.694414400","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"331","47.085820300","10.101.1.28","35.233.239.65","TCP","55","[TCP Keep-Alive] 62204  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"332","47.273359700","35.233.239.65","10.101.1.28","TCP","66","[TCP Keep-Alive ACK] 443  >  62204 [ACK] Seq=1 Ack=2 Win=511 Len=0 SLE=1 SRE=2"
"333","47.624090200","10.101.1.26","224.0.0.251","MDNS","213","Standard query 0x0000 ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QU"" question A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a SRV 0 0 56666 Android.local"
"334","47.624090200","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","233","Standard query 0x0000 ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QU"" question A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a SRV 0 0 56666 Android.local"
"335","47.633502500","10.101.1.28","157.240.5.11","TLSv1.2","83","Application Data"
"336","47.671482900","157.240.5.11","10.101.1.28","TCP","60","443  >  58626 [ACK] Seq=151 Ack=7724 Win=1609 Len=0"
"337","47.711427100","157.240.5.11","10.101.1.28","TLSv1.2","79","Application Data"
"338","47.717216400","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"339","47.755403200","10.101.1.28","157.240.5.11","TCP","54","58626  >  443 [ACK] Seq=7724 Ack=176 Win=255 Len=0"
"340","47.922903300","10.101.1.26","224.0.0.251","MDNS","213","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a SRV 0 0 56666 Android.local"
"341","47.922903300","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","233","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a SRV 0 0 56666 Android.local"
"342","48.125546600","10.101.1.26","224.0.0.251","MDNS","213","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a SRV 0 0 56666 Android.local"
"343","48.125546600","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","233","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question ANY {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local, ""QM"" question A 10.101.1.26 AAAA fe80::c889:4ff:fe87:710a SRV 0 0 56666 Android.local"
"344","48.442882700","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"345","48.442882700","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"346","48.639173600","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"347","48.639173600","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"348","48.986617900","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"349","49.021274400","157.240.5.12","10.101.1.28","TCP","60","443  >  57616 [ACK] Seq=85 Ack=129 Win=304 Len=0"
"350","49.171594500","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"351","49.218558300","10.101.1.28","157.240.5.12","TCP","54","57616  >  443 [ACK] Seq=129 Ack=113 Win=251 Len=0"
"352","49.355489600","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"353","49.355489600","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"354","49.626842600","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"355","49.627155100","10.101.1.28","157.240.5.12","TLSv1.2","86","Application Data"
"356","49.662051900","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"357","49.662051900","157.240.5.12","10.101.1.28","TCP","60","443  >  49824 [ACK] Seq=29 Ack=65 Win=403 Len=0"
"358","49.662051900","157.240.5.12","10.101.1.28","TCP","60","443  >  51504 [ACK] Seq=29 Ack=65 Win=294 Len=0"
"359","49.734221800","10.101.1.28","142.250.184.10","UDP","71","56329  >  443 Len=29"
"360","49.791587500","142.250.184.10","10.101.1.28","UDP","66","443  >  56329 Len=24"
"361","49.801739400","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"362","49.811550000","157.240.5.12","10.101.1.28","TLSv1.2","82","Application Data"
"363","49.844545500","10.101.1.28","157.240.5.12","TCP","54","51504  >  443 [ACK] Seq=65 Ack=57 Win=252 Len=0"
"364","49.860500300","10.101.1.28","157.240.5.12","TCP","54","49824  >  443 [ACK] Seq=65 Ack=57 Win=255 Len=0"
"365","50.686862800","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"366","50.686862800","Routerboardc_4c:2c:2b","Broadcast","ARP","60","Who has 10.101.1.33? Tell 10.101.0.1"
"367","51.406506400","10.101.1.26","224.0.0.251","MDNS","564","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"368","51.406506400","fe80::c889:4ff:fe87:710a","ff02::fb","MDNS","584","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local A, cache flush 10.101.1.26 AAAA, cache flush fe80::c889:4ff:fe87:710a SRV, cache flush 0 0 56666 Android.local NSEC, cache flush 26.1.101.10.in-addr.arpa NSEC, cache flush A.0.1.7.7.8.E.F.F.F.4.0.9.8.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush {""nm"":""Redmi Note 9T"",""as"":""[8194]"",""ip"":""26""}._mi-connect._udp.local NSEC, cache flush Android.local"
"369","51.633706600","10.101.1.28","31.13.83.51","TLSv1.2","123","Application Data"
"370","51.704405600","31.13.83.51","10.101.1.28","TLSv1.2","125","Application Data"
"371","51.710781000","Intel_50:21:c0","Broadcast","ARP","42","Who has 10.101.1.31? Tell 10.101.1.23"
"372","51.710781000","Routerboardc_4c:2c:2b","Broadcast","0x9003","64","Ethernet II"
